order_id,customer_id,order_date,status,payment_method,shipping_cost,campaign_id
893,373,2025-07-12,Completado,Tarjeta de débito,4.99,3
894,342,2025-04-29,Completado,Tarjeta de crédito,2.5,18
895,520,2025-07-03,Completado,Efectivo (retiro en local),7.99,
896,182,2024-11-20,Reembolsado,Tarjeta de crédito,2.5,17
897,366,2024-07-31,Completado,Tarjeta de débito,2.5,
898,188,2025-05-22,Pendiente,Efectivo (retiro en local),0.0,12
899,237,2026-04-14,Pendiente,Tarjeta de crédito,0.0,
900,33,2025-01-06,Completado,Tarjeta de crédito,4.99,17
901,179,2025-12-11,Completado,Transferencia,0.0,9
902,397,2026-06-05,Completado,Billetera virtual,0.0,
903,224,2026-04-10,Completado,Efectivo (retiro en local),0.0,7
904,75,2025-10-19,Completado,Billetera virtual,0.0,6
905,63,2026-03-05,Completado,Efectivo (retiro en local),7.99,2
906,33,2026-01-07,Completado,Billetera virtual,7.99,
907,403,2025-08-29,Completado,Tarjeta de débito,4.99,
908,608,2026-06-25,Cancelado,Billetera virtual,0.0,3
909,475,2024-06-26,Reembolsado,Efectivo (retiro en local),0.0,
910,538,2024-10-06,Cancelado,Efectivo (retiro en local),2.5,
911,564,2024-08-23,Reembolsado,Efectivo (retiro en local),0.0,16
912,159,2025-11-03,Cancelado,Billetera virtual,0.0,14
913,56,2024-11-29,Cancelado,Tarjeta de débito,4.99,7
914,369,2026-01-13,Cancelado,Tarjeta de débito,7.99,
915,284,2026-06-02,Reembolsado,Tarjeta de débito,0.0,2
916,43,2024-10-12,Cancelado,Tarjeta de crédito,2.5,8
917,3,2026-04-30,Pendiente,Tarjeta de crédito,0.0,17
918,230,2024-10-14,Pendiente,Tarjeta de crédito,7.99,
919,388,2026-02-13,Completado,Tarjeta de débito,4.99,14
920,397,2025-07-07,Completado,Tarjeta de débito,4.99,
921,571,2025-06-13,Pendiente,Billetera virtual,2.5,12
922,157,2024-08-26,Cancelado,Efectivo (retiro en local),2.5,9
923,442,2025-07-06,Completado,Transferencia,4.99,4
924,195,2024-10-11,Pendiente,Tarjeta de débito,2.5,2
925,155,2024-09-12,Reembolsado,Efectivo (retiro en local),4.99,18
926,101,2026-06-28,Cancelado,Billetera virtual,0.0,18
927,206,2025-12-26,Completado,Tarjeta de débito,0.0,7
928,247,2024-08-19,Completado,Transferencia,7.99,14
929,465,2025-07-17,Cancelado,Transferencia,7.99,18
930,609,2025-10-28,Completado,Tarjeta de crédito,2.5,4
931,314,2025-11-03,Completado,Transferencia,0.0,10
932,603,2024-09-30,Completado,Tarjeta de débito,2.5,1
933,325,2025-04-13,Completado,Tarjeta de crédito,2.5,16
934,82,2025-06-13,Reembolsado,Efectivo (retiro en local),2.5,
935,350,2026-06-30,Pendiente,Tarjeta de débito,0.0,12
936,48,2026-03-07,Reembolsado,Transferencia,0.0,12
937,233,2026-01-09,Reembolsado,Tarjeta de crédito,0.0,10
938,383,2026-02-21,Completado,Tarjeta de débito,0.0,2
939,179,2024-06-02,Completado,Transferencia,2.5,5
940,51,2025-12-17,Completado,Tarjeta de crédito,4.99,3
941,103,2025-05-29,Reembolsado,Efectivo (retiro en local),0.0,15
942,146,2024-11-13,Reembolsado,Efectivo (retiro en local),0.0,18
943,574,2026-04-18,Pendiente,Efectivo (retiro en local),0.0,18
944,346,2025-01-03,Completado,Tarjeta de crédito,2.5,5
945,573,2025-04-09,Pendiente,Tarjeta de crédito,7.99,15
946,294,2026-04-11,Completado,Tarjeta de débito,4.99,13
947,179,2026-03-04,Reembolsado,Tarjeta de crédito,0.0,
948,489,2024-06-01,Pendiente,Tarjeta de débito,0.0,6
949,92,2024-11-01,Completado,Tarjeta de crédito,0.0,16
950,580,2025-11-18,Completado,Tarjeta de débito,0.0,3
951,544,2025-11-30,Cancelado,Billetera virtual,7.99,15
952,525,2026-04-20,Reembolsado,Efectivo (retiro en local),7.99,8
953,358,2025-10-11,Pendiente,Billetera virtual,0.0,7
954,305,2026-01-08,Completado,Efectivo (retiro en local),2.5,7
955,356,2025-08-11,Reembolsado,Tarjeta de crédito,0.0,8
956,226,2025-09-25,Completado,Tarjeta de crédito,4.99,10
957,390,2025-01-15,Completado,Tarjeta de débito,0.0,9
958,538,2026-02-26,Pendiente,Efectivo (retiro en local),4.99,8
959,313,2026-02-17,Completado,Billetera virtual,4.99,17
960,513,2025-08-05,Completado,Efectivo (retiro en local),7.99,13
961,9,2026-01-06,Completado,Tarjeta de débito,0.0,3
962,309,2025-11-14,Completado,Tarjeta de débito,0.0,18
963,312,2025-06-26,Completado,Tarjeta de débito,7.99,17
964,118,2024-12-26,Reembolsado,Billetera virtual,0.0,10
965,588,2026-02-15,Completado,Tarjeta de crédito,0.0,9
966,418,2024-11-09,Reembolsado,Tarjeta de débito,0.0,5
967,462,2026-06-02,Cancelado,Billetera virtual,4.99,10
968,293,2024-08-05,Completado,Transferencia,0.0,
969,573,2026-02-15,Completado,Billetera virtual,2.5,8
970,157,2026-03-01,Pendiente,Tarjeta de débito,0.0,2
971,111,2025-01-07,Completado,Tarjeta de crédito,0.0,
972,126,2026-04-18,Completado,Billetera virtual,0.0,
973,81,2024-11-25,Completado,Efectivo (retiro en local),4.99,6
974,167,2024-11-15,Reembolsado,Tarjeta de débito,0.0,
975,329,2025-02-22,Completado,Tarjeta de crédito,4.99,17
976,452,2024-11-05,Pendiente,Billetera virtual,7.99,2
977,547,2025-03-16,Reembolsado,Transferencia,4.99,2
978,87,2024-08-28,Completado,Tarjeta de crédito,4.99,12
979,37,2026-03-07,Completado,Efectivo (retiro en local),0.0,9
980,183,2026-02-03,Completado,Tarjeta de crédito,2.5,1
981,571,2025-09-09,Completado,Tarjeta de débito,0.0,9
982,392,2024-12-14,Completado,Tarjeta de crédito,7.99,15
983,532,2025-10-25,Cancelado,Efectivo (retiro en local),4.99,8
984,171,2024-06-11,Pendiente,Transferencia,4.99,10
985,275,2024-12-07,Completado,Billetera virtual,2.5,8
986,358,2025-12-08,Completado,Tarjeta de débito,4.99,2
987,162,2024-11-02,Cancelado,Transferencia,0.0,
988,251,2025-09-18,Reembolsado,Tarjeta de débito,7.99,11
989,266,2026-03-01,Cancelado,Tarjeta de crédito,7.99,15
990,161,2024-08-05,Pendiente,Tarjeta de crédito,0.0,2
991,304,2025-11-06,Reembolsado,Tarjeta de crédito,7.99,9
992,44,2025-07-03,Completado,Efectivo (retiro en local),4.99,13
993,122,2026-02-01,Completado,Tarjeta de débito,0.0,7
994,184,2024-08-16,Completado,Tarjeta de débito,0.0,7
995,260,2025-11-27,Completado,Tarjeta de crédito,0.0,13
996,563,2024-06-21,Completado,Tarjeta de débito,2.5,11
997,194,2024-09-07,Completado,Transferencia,7.99,
998,176,2026-04-07,Pendiente,Efectivo (retiro en local),4.99,
999,443,2024-11-15,Pendiente,Billetera virtual,2.5,5
1000,209,2025-01-06,Pendiente,Billetera virtual,2.5,
1001,518,2024-11-08,Completado,Tarjeta de débito,7.99,17
1002,65,2025-11-24,Completado,Transferencia,7.99,
1003,273,2025-02-09,Pendiente,Tarjeta de crédito,4.99,2
1004,307,2025-05-25,Reembolsado,Billetera virtual,0.0,
1005,363,2026-01-10,Pendiente,Tarjeta de crédito,0.0,8
1006,306,2024-10-18,Cancelado,Efectivo (retiro en local),0.0,12
1007,406,2025-10-10,Completado,Efectivo (retiro en local),0.0,15
1008,474,2025-02-04,Completado,Billetera virtual,4.99,18
1009,324,2024-06-11,Pendiente,Efectivo (retiro en local),0.0,18
1010,558,2024-12-01,Completado,Efectivo (retiro en local),0.0,9
1011,109,2025-12-19,Completado,Billetera virtual,0.0,
1012,354,2026-06-08,Completado,Billetera virtual,0.0,16
1013,492,2026-06-09,Completado,Tarjeta de crédito,4.99,13
1014,126,2024-07-19,Completado,Transferencia,0.0,7
1015,384,2024-11-16,Completado,Tarjeta de crédito,2.5,2
1016,141,2025-04-19,Completado,Tarjeta de débito,0.0,3
1017,221,2026-03-13,Reembolsado,Transferencia,2.5,
1018,238,2025-11-30,Completado,Transferencia,0.0,13
1019,357,2025-01-10,Completado,Tarjeta de débito,7.99,17
1020,190,2024-09-02,Pendiente,Tarjeta de crédito,7.99,13
1021,549,2026-03-20,Cancelado,Tarjeta de débito,4.99,9
1022,336,2025-10-14,Completado,Efectivo (retiro en local),0.0,12
1023,542,2026-03-15,Completado,Transferencia,0.0,17
1024,276,2025-09-26,Completado,Transferencia,7.99,4
1025,585,2025-09-14,Completado,Transferencia,0.0,17
1026,128,2025-11-25,Completado,Billetera virtual,0.0,
1027,519,2025-11-30,Completado,Efectivo (retiro en local),0.0,9
1028,446,2024-12-06,Completado,Tarjeta de crédito,0.0,3
1029,218,2025-05-02,Reembolsado,Tarjeta de débito,2.5,14
1030,193,2025-03-27,Completado,Billetera virtual,2.5,
1031,590,2025-02-19,Completado,Billetera virtual,0.0,8
1032,115,2024-07-20,Cancelado,Efectivo (retiro en local),4.99,8
1033,298,2025-03-22,Completado,Transferencia,2.5,6
1034,130,2025-11-13,Reembolsado,Tarjeta de crédito,4.99,
1035,554,2024-12-10,Reembolsado,Efectivo (retiro en local),2.5,
1036,536,2024-09-16,Completado,Tarjeta de débito,7.99,4
1037,550,2024-09-25,Pendiente,Tarjeta de crédito,4.99,5
1038,152,2025-12-26,Pendiente,Billetera virtual,2.5,16
1039,552,2024-06-22,Pendiente,Billetera virtual,7.99,
1040,82,2024-06-11,Completado,Efectivo (retiro en local),0.0,16
1041,104,2025-10-28,Reembolsado,Tarjeta de crédito,0.0,7
1042,144,2025-08-25,Completado,Tarjeta de débito,7.99,9
1043,253,2024-08-28,Reembolsado,Transferencia,2.5,10
1044,403,2026-04-27,Cancelado,Tarjeta de crédito,7.99,2
1045,85,2025-06-22,Pendiente,Transferencia,0.0,
1046,272,2024-07-14,Completado,Tarjeta de crédito,0.0,4
1047,465,2024-09-27,Cancelado,Efectivo (retiro en local),0.0,16
1048,4,2026-01-05,Completado,Tarjeta de débito,4.99,15
1049,337,2025-12-03,Reembolsado,Billetera virtual,0.0,13
1050,436,2025-12-19,Cancelado,Tarjeta de crédito,0.0,10
1051,454,2026-03-30,Reembolsado,Transferencia,4.99,5
1052,13,2026-02-28,Completado,Transferencia,0.0,14
1053,175,2025-01-25,Completado,Efectivo (retiro en local),0.0,18
1054,507,2026-05-08,Cancelado,Transferencia,0.0,16
1055,78,2024-07-31,Cancelado,Billetera virtual,7.99,17
1056,400,2025-02-17,Pendiente,Efectivo (retiro en local),2.5,4
1057,190,2025-03-24,Completado,Transferencia,7.99,18
1058,313,2025-06-27,Cancelado,Billetera virtual,0.0,10
1059,174,2024-07-28,Completado,Tarjeta de crédito,0.0,17
1060,477,2025-10-01,Cancelado,Transferencia,0.0,
1061,577,2024-06-13,Completado,Billetera virtual,0.0,17
1062,400,2025-10-21,Completado,Tarjeta de débito,0.0,
1063,71,2025-09-29,Pendiente,Tarjeta de crédito,2.5,6
1064,148,2024-09-04,Reembolsado,Billetera virtual,0.0,2
1065,185,2025-06-20,Cancelado,Tarjeta de crédito,0.0,3
1066,25,2026-04-25,Completado,Transferencia,0.0,9
1067,293,2026-06-21,Cancelado,Efectivo (retiro en local),2.5,6
1068,266,2024-06-25,Cancelado,Tarjeta de débito,2.5,15
1069,503,2025-03-26,Cancelado,Efectivo (retiro en local),0.0,
1070,523,2025-08-22,Completado,Billetera virtual,0.0,14
1071,10,2024-11-20,Completado,Tarjeta de débito,0.0,13
1072,3,2024-08-02,Completado,Tarjeta de crédito,4.99,14
1073,122,2025-07-21,Pendiente,Tarjeta de crédito,0.0,16
1074,143,2026-05-03,Completado,Tarjeta de débito,2.5,16
1075,42,2024-07-22,Completado,Efectivo (retiro en local),4.99,14
1076,85,2024-09-07,Cancelado,Tarjeta de crédito,0.0,
1077,209,2025-04-28,Pendiente,Tarjeta de débito,0.0,11
1078,564,2024-10-20,Completado,Tarjeta de crédito,0.0,15
1079,228,2025-11-08,Completado,Efectivo (retiro en local),0.0,
1080,333,2024-10-18,Completado,Tarjeta de débito,0.0,18
1081,466,2024-06-18,Completado,Transferencia,0.0,3
1082,408,2024-09-26,Completado,Tarjeta de crédito,2.5,17
1083,131,2025-12-28,Completado,Efectivo (retiro en local),0.0,12
1084,180,2024-12-23,Completado,Efectivo (retiro en local),7.99,18
1085,333,2025-01-16,Pendiente,Transferencia,0.0,10
1086,451,2025-08-04,Completado,Transferencia,2.5,
1087,8,2025-06-10,Completado,Tarjeta de débito,7.99,7
1088,130,2025-09-13,Reembolsado,Tarjeta de débito,2.5,12
1089,397,2025-05-26,Reembolsado,Billetera virtual,0.0,2
1090,593,2024-08-01,Reembolsado,Tarjeta de débito,0.0,
1091,580,2025-10-08,Completado,Tarjeta de débito,0.0,5
1092,114,2024-11-02,Completado,Transferencia,7.99,11
1093,284,2025-03-17,Reembolsado,Tarjeta de crédito,0.0,1
1094,24,2025-07-20,Completado,Transferencia,0.0,9
1095,165,2025-06-15,Completado,Tarjeta de débito,7.99,6
1096,31,2024-09-30,Reembolsado,Billetera virtual,0.0,7
1097,34,2024-06-14,Completado,Transferencia,2.5,1
1098,569,2025-07-30,Completado,Tarjeta de crédito,7.99,10
1099,292,2026-03-14,Completado,Efectivo (retiro en local),0.0,9
1100,449,2025-05-15,Completado,Transferencia,4.99,3
1101,572,2025-11-24,Reembolsado,Billetera virtual,4.99,
1102,603,2026-03-11,Completado,Transferencia,2.5,13
1103,233,2024-07-12,Completado,Billetera virtual,4.99,1
1104,563,2025-06-11,Pendiente,Transferencia,2.5,14
1105,301,2024-12-16,Pendiente,Tarjeta de débito,0.0,10
1106,392,2025-12-17,Completado,Billetera virtual,0.0,10
1107,57,2026-06-24,Completado,Billetera virtual,0.0,2
1108,217,2026-05-21,Reembolsado,Tarjeta de crédito,4.99,15
1109,110,2026-06-27,Completado,Efectivo (retiro en local),0.0,
1110,564,2025-07-03,Reembolsado,Transferencia,2.5,5
1111,122,2025-03-10,Completado,Billetera virtual,0.0,2
1112,505,2025-05-04,Pendiente,Tarjeta de crédito,0.0,5
1113,303,2025-03-27,Completado,Transferencia,0.0,11
1114,394,2025-02-25,Pendiente,Billetera virtual,4.99,18
1115,234,2025-11-25,Completado,Tarjeta de débito,2.5,7
1116,186,2025-06-28,Completado,Tarjeta de débito,4.99,3
1117,460,2025-08-01,Completado,Transferencia,0.0,
1118,411,2025-10-01,Completado,Tarjeta de débito,0.0,17
1119,417,2026-04-19,Reembolsado,Tarjeta de crédito,0.0,14
1120,461,2025-08-14,Completado,Tarjeta de crédito,0.0,4
1121,163,2025-08-21,Pendiente,Tarjeta de crédito,4.99,
1122,413,2024-10-12,Completado,Tarjeta de débito,0.0,
1123,476,2025-06-15,Reembolsado,Billetera virtual,2.5,17
1124,302,2024-11-09,Cancelado,Efectivo (retiro en local),0.0,1
1125,9,2024-12-30,Cancelado,Tarjeta de débito,0.0,
1126,408,2025-03-03,Completado,Tarjeta de crédito,0.0,11
1127,299,2026-01-19,Completado,Tarjeta de débito,0.0,11
1128,569,2024-06-06,Cancelado,Tarjeta de débito,4.99,
1129,162,2025-10-19,Completado,Efectivo (retiro en local),0.0,3
1130,465,2024-11-18,Cancelado,Transferencia,0.0,4
1131,423,2024-06-23,Completado,Tarjeta de crédito,4.99,
1132,170,2024-12-08,Pendiente,Tarjeta de crédito,0.0,7
1133,178,2024-11-08,Completado,Tarjeta de débito,0.0,4
1134,384,2026-03-30,Pendiente,Transferencia,0.0,
1135,291,2025-05-03,Pendiente,Tarjeta de crédito,0.0,10
1136,136,2024-06-08,Pendiente,Efectivo (retiro en local),0.0,9
1137,403,2025-04-17,Pendiente,Efectivo (retiro en local),4.99,17
1138,78,2025-10-06,Completado,Transferencia,4.99,9
1139,351,2026-02-28,Pendiente,Tarjeta de crédito,4.99,2
1140,238,2026-06-10,Completado,Tarjeta de débito,2.5,6
1141,235,2024-06-28,Completado,Efectivo (retiro en local),4.99,3
1142,143,2024-09-11,Cancelado,Tarjeta de crédito,0.0,5
1143,606,2025-09-16,Reembolsado,Tarjeta de débito,0.0,12
1144,505,2024-07-13,Completado,Billetera virtual,7.99,10
1145,282,2024-07-29,Cancelado,Transferencia,7.99,14
1146,177,2024-06-19,Reembolsado,Efectivo (retiro en local),0.0,10
1147,109,2025-11-29,Completado,Transferencia,7.99,18
1148,252,2025-03-08,Completado,Transferencia,4.99,16
1149,455,2024-07-11,Completado,Billetera virtual,2.5,
1150,20,2026-06-05,Completado,Efectivo (retiro en local),0.0,
1151,206,2025-12-04,Cancelado,Tarjeta de débito,0.0,3
1152,542,2024-10-26,Completado,Billetera virtual,7.99,
1153,401,2025-03-16,Completado,Efectivo (retiro en local),7.99,9
1154,178,2024-12-22,Completado,Billetera virtual,0.0,12
1155,96,2025-08-20,Completado,Tarjeta de débito,0.0,1
1156,33,2025-08-07,Pendiente,Tarjeta de débito,0.0,17
1157,564,2025-08-26,Completado,Tarjeta de crédito,2.5,17
1158,173,2025-01-11,Completado,Transferencia,2.5,8
1159,301,2025-12-01,Completado,Tarjeta de débito,2.5,2
1160,4,2026-01-31,Completado,Tarjeta de débito,4.99,8
1161,34,2026-01-17,Pendiente,Tarjeta de débito,2.5,15
1162,501,2026-03-26,Reembolsado,Billetera virtual,7.99,1
1163,360,2025-07-31,Completado,Billetera virtual,2.5,2
1164,171,2026-01-12,Pendiente,Tarjeta de crédito,0.0,14
1165,439,2024-07-05,Completado,Tarjeta de crédito,0.0,5
1166,483,2026-05-19,Pendiente,Tarjeta de crédito,4.99,2
1167,288,2024-08-23,Cancelado,Tarjeta de crédito,4.99,12
1168,516,2025-10-07,Completado,Tarjeta de crédito,7.99,8
1169,575,2025-08-07,Pendiente,Tarjeta de crédito,4.99,10
1170,595,2026-01-17,Completado,Efectivo (retiro en local),4.99,
1171,7,2025-11-29,Completado,Transferencia,4.99,6
1172,606,2025-12-01,Reembolsado,Tarjeta de débito,0.0,5
1173,552,2025-08-24,Completado,Tarjeta de crédito,0.0,6
1174,515,2024-06-06,Completado,Billetera virtual,7.99,6
1175,259,2026-01-16,Reembolsado,Tarjeta de débito,7.99,14
1176,48,2024-09-26,Completado,Tarjeta de crédito,4.99,2
1177,170,2026-02-06,Completado,Efectivo (retiro en local),0.0,18
1178,189,2026-03-19,Reembolsado,Billetera virtual,7.99,6
1179,607,2026-05-03,Completado,Efectivo (retiro en local),2.5,1
1180,18,2025-02-01,Cancelado,Tarjeta de crédito,2.5,
1181,610,2025-06-26,Reembolsado,Tarjeta de débito,7.99,6
1182,383,2025-01-07,Completado,Efectivo (retiro en local),0.0,16
1183,255,2024-06-10,Completado,Efectivo (retiro en local),0.0,16
1184,316,2024-07-14,Completado,Transferencia,0.0,11
1185,279,2025-11-05,Cancelado,Tarjeta de débito,0.0,9
1186,475,2026-02-09,Pendiente,Efectivo (retiro en local),4.99,11
1187,52,2025-02-18,Completado,Efectivo (retiro en local),4.99,10
1188,465,2026-01-04,Cancelado,Billetera virtual,0.0,4
1189,410,2025-12-22,Cancelado,Billetera virtual,7.99,13
1190,253,2024-09-06,Completado,Tarjeta de débito,4.99,14
1191,5,2024-08-08,Completado,Transferencia,0.0,18
1192,578,2024-08-12,Completado,Transferencia,0.0,
1193,606,2026-02-18,Cancelado,Billetera virtual,7.99,8
1194,238,2024-07-02,Cancelado,Billetera virtual,2.5,11
1195,374,2025-02-07,Reembolsado,Tarjeta de crédito,2.5,17
1196,231,2024-08-14,Reembolsado,Tarjeta de débito,2.5,17
1197,590,2026-04-11,Completado,Tarjeta de crédito,0.0,8
1198,460,2025-03-21,Cancelado,Efectivo (retiro en local),0.0,6
1199,482,2025-07-29,Completado,Tarjeta de crédito,4.99,
1200,361,2025-06-28,Completado,Transferencia,0.0,17
1201,353,2025-05-21,Cancelado,Tarjeta de crédito,7.99,1
1202,49,2026-03-25,Completado,Billetera virtual,0.0,
1203,19,2025-02-10,Cancelado,Efectivo (retiro en local),0.0,3
1204,603,2025-06-27,Completado,Tarjeta de débito,7.99,
1205,22,2026-04-07,Completado,Efectivo (retiro en local),4.99,
1206,392,2025-03-17,Reembolsado,Billetera virtual,7.99,17
1207,480,2025-04-04,Completado,Tarjeta de crédito,4.99,14
1208,572,2025-10-08,Completado,Efectivo (retiro en local),0.0,
1209,289,2025-01-14,Completado,Tarjeta de crédito,0.0,2
1210,413,2024-07-04,Completado,Billetera virtual,7.99,3
1211,488,2025-10-02,Completado,Transferencia,7.99,6
1212,66,2025-03-24,Completado,Tarjeta de crédito,4.99,16
1213,418,2024-12-02,Completado,Transferencia,7.99,16
1214,569,2025-09-03,Completado,Tarjeta de débito,2.5,14
1215,90,2026-03-25,Reembolsado,Billetera virtual,0.0,
1216,376,2025-01-23,Pendiente,Tarjeta de crédito,4.99,18
1217,475,2025-05-24,Pendiente,Billetera virtual,0.0,8
1218,338,2025-01-17,Cancelado,Tarjeta de crédito,0.0,15
1219,610,2025-07-04,Completado,Transferencia,4.99,4
1220,506,2026-02-22,Completado,Tarjeta de crédito,0.0,11
1221,158,2025-08-06,Completado,Tarjeta de crédito,0.0,4
1222,236,2026-04-27,Reembolsado,Tarjeta de crédito,2.5,13
1223,586,2024-08-03,Completado,Tarjeta de débito,0.0,6
1224,375,2025-01-05,Completado,Transferencia,7.99,12
1225,127,2025-12-20,Completado,Tarjeta de débito,0.0,17
1226,490,2025-09-29,Pendiente,Tarjeta de crédito,4.99,6
1227,369,2025-08-17,Completado,Tarjeta de débito,0.0,4
1228,415,2025-03-24,Completado,Tarjeta de crédito,0.0,15
1229,608,2026-03-31,Completado,Transferencia,0.0,12
1230,97,2025-02-13,Reembolsado,Tarjeta de crédito,0.0,11
1231,351,2024-10-08,Completado,Tarjeta de crédito,2.5,8
1232,252,2025-01-05,Reembolsado,Tarjeta de débito,0.0,11
1233,35,2025-07-13,Completado,Transferencia,7.99,13
1234,371,2024-07-24,Completado,Billetera virtual,0.0,8
1235,277,2024-06-19,Reembolsado,Billetera virtual,2.5,9
1236,422,2026-06-17,Completado,Transferencia,4.99,12
1237,555,2026-05-27,Completado,Efectivo (retiro en local),0.0,6
1238,131,2024-10-13,Reembolsado,Tarjeta de débito,4.99,6
1239,168,2024-10-19,Completado,Efectivo (retiro en local),4.99,7
1240,132,2024-12-27,Completado,Efectivo (retiro en local),7.99,15
1241,262,2026-01-11,Reembolsado,Transferencia,2.5,7
1242,456,2024-11-05,Completado,Billetera virtual,0.0,
1243,339,2025-10-25,Reembolsado,Efectivo (retiro en local),2.5,8
1244,425,2025-11-26,Pendiente,Tarjeta de débito,0.0,
1245,267,2024-08-10,Pendiente,Efectivo (retiro en local),4.99,17
1246,66,2025-09-07,Completado,Tarjeta de débito,2.5,4
1247,275,2024-11-05,Completado,Efectivo (retiro en local),7.99,11
1248,341,2026-06-19,Completado,Efectivo (retiro en local),4.99,15
1249,593,2024-06-13,Cancelado,Billetera virtual,7.99,
1250,44,2025-09-19,Completado,Transferencia,2.5,13
1251,599,2026-03-06,Pendiente,Efectivo (retiro en local),0.0,2
1252,288,2026-02-16,Pendiente,Tarjeta de crédito,2.5,4
1253,448,2025-09-15,Completado,Efectivo (retiro en local),0.0,1
1254,328,2026-03-19,Cancelado,Billetera virtual,7.99,14
1255,370,2026-06-10,Cancelado,Billetera virtual,7.99,17
1256,3,2025-06-29,Completado,Tarjeta de débito,4.99,4
1257,543,2024-09-01,Completado,Efectivo (retiro en local),4.99,2
1258,157,2025-01-28,Completado,Billetera virtual,7.99,2
1259,176,2025-01-20,Completado,Efectivo (retiro en local),0.0,
1260,456,2025-08-05,Completado,Transferencia,0.0,4
1261,310,2025-06-14,Cancelado,Efectivo (retiro en local),7.99,18
1262,409,2024-08-21,Completado,Tarjeta de débito,4.99,10
1263,29,2026-03-10,Pendiente,Transferencia,7.99,
1264,412,2025-07-03,Reembolsado,Efectivo (retiro en local),0.0,1
1265,604,2025-12-21,Completado,Billetera virtual,4.99,17
1266,249,2026-06-01,Completado,Tarjeta de crédito,2.5,13
1267,457,2024-06-14,Pendiente,Billetera virtual,2.5,5
1268,338,2025-05-15,Reembolsado,Tarjeta de crédito,7.99,8
1269,66,2025-04-12,Completado,Tarjeta de crédito,7.99,1
1270,455,2024-09-25,Completado,Billetera virtual,4.99,17
1271,462,2026-02-23,Completado,Efectivo (retiro en local),0.0,2
1272,485,2026-01-10,Pendiente,Transferencia,0.0,5
1273,214,2024-09-30,Completado,Efectivo (retiro en local),2.5,9
1274,140,2025-12-31,Pendiente,Tarjeta de crédito,0.0,15
1275,382,2024-08-10,Cancelado,Transferencia,7.99,6
1276,587,2025-06-01,Cancelado,Transferencia,7.99,
1277,97,2025-07-20,Cancelado,Efectivo (retiro en local),0.0,18
1278,262,2025-12-28,Completado,Billetera virtual,2.5,7
1279,129,2025-12-01,Completado,Transferencia,7.99,18
1280,31,2026-01-10,Reembolsado,Efectivo (retiro en local),2.5,3
1281,127,2026-02-05,Reembolsado,Billetera virtual,2.5,11
1282,41,2024-08-14,Completado,Billetera virtual,2.5,15
1283,464,2026-02-20,Completado,Transferencia,0.0,18
1284,312,2025-07-10,Completado,Billetera virtual,0.0,2
1285,391,2026-02-18,Reembolsado,Transferencia,0.0,16
1286,47,2024-06-27,Completado,Efectivo (retiro en local),0.0,
1287,278,2025-03-23,Reembolsado,Transferencia,4.99,10
1288,595,2024-12-20,Completado,Transferencia,0.0,1
1289,9,2025-03-24,Completado,Efectivo (retiro en local),0.0,7
1290,542,2025-06-18,Cancelado,Tarjeta de crédito,0.0,1
1291,16,2025-10-11,Pendiente,Efectivo (retiro en local),0.0,15
1292,417,2026-03-20,Cancelado,Tarjeta de crédito,0.0,11
1293,515,2025-08-17,Pendiente,Transferencia,7.99,8
1294,142,2024-11-20,Completado,Tarjeta de crédito,0.0,7
1295,263,2025-04-24,Reembolsado,Efectivo (retiro en local),4.99,2
1296,532,2024-10-23,Completado,Tarjeta de débito,0.0,6
1297,602,2024-10-12,Completado,Tarjeta de débito,0.0,9
1298,104,2024-12-15,Completado,Tarjeta de débito,0.0,3
1299,306,2026-02-15,Completado,Billetera virtual,0.0,3
1300,465,2026-03-14,Reembolsado,Billetera virtual,7.99,5
1301,393,2025-07-19,Completado,Transferencia,4.99,
1302,108,2025-02-28,Completado,Transferencia,0.0,5
1303,347,2024-12-31,Cancelado,Efectivo (retiro en local),7.99,11
1304,398,2025-10-19,Cancelado,Tarjeta de débito,0.0,1
1305,218,2026-04-07,Completado,Billetera virtual,4.99,8
1306,560,2026-04-05,Completado,Billetera virtual,0.0,9
1307,91,2024-06-30,Completado,Tarjeta de crédito,2.5,4
1308,568,2026-05-30,Completado,Efectivo (retiro en local),0.0,10
1309,305,2025-08-27,Completado,Tarjeta de débito,0.0,18
1310,196,2026-02-03,Completado,Billetera virtual,0.0,16
1311,581,2025-09-15,Completado,Efectivo (retiro en local),2.5,12
1312,226,2026-02-05,Completado,Tarjeta de crédito,0.0,10
1313,585,2024-06-29,Completado,Billetera virtual,7.99,5
1314,281,2025-11-29,Pendiente,Tarjeta de crédito,0.0,
1315,11,2025-03-17,Cancelado,Efectivo (retiro en local),7.99,
1316,166,2024-07-10,Completado,Efectivo (retiro en local),4.99,11
1317,338,2025-04-06,Cancelado,Transferencia,0.0,
1318,99,2025-10-11,Pendiente,Efectivo (retiro en local),0.0,4
1319,317,2024-06-17,Completado,Transferencia,2.5,
1320,547,2025-09-14,Pendiente,Transferencia,0.0,2
1321,245,2025-12-20,Pendiente,Tarjeta de crédito,0.0,18
1322,78,2026-05-29,Completado,Tarjeta de crédito,0.0,4
1323,353,2025-05-12,Completado,Transferencia,0.0,18
1324,283,2025-11-16,Cancelado,Transferencia,2.5,10
1325,373,2025-10-30,Completado,Tarjeta de débito,0.0,12
1326,137,2026-04-01,Completado,Billetera virtual,0.0,
